Name,Ticker,Exchange,BE - Monthly 2004-12,Daily Closing Price 2004-12-31 USD,Market Cap - Monthly 2004-12 ,C/P - Daily 2004-12-31,E/P - Daily 2004-12-31,EBITDA/P- Daily 2004-12-31,FCF/P - Daily 2004-12-31,S/P - Daily 2004-12-31,Yearly Return Year  2005
Sequa Corp B,SQA.B,"NEW YORK STOCK EXCHANGE, INC.",670264285.6,61.50,644534268,-0.132074766,0.020650405,0.124881862,-0.230036458,2.887561252,0.130081307
Sequans Communications SA ADR,SQNS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Service Corporation International, Inc.",SCI,"NEW YORK STOCK EXCHANGE, INC.",1853566891,7.45,2461027844,0.1008945,0.056375856,0.100827705,0.059837064,0.805475948,0.108363604
ServiceMaster Limited Partnership,SVM,"NEW YORK STOCK EXCHANGE, INC.",991533742.5,13.79,4010338850,0.086388834,0.042784629,0.082388746,0.074564599,0.892708092,-0.103606785
"SFN Group, Inc.",SFN,"NEW YORK STOCK EXCHANGE, INC.",444290700.3,8.40,512354564,-0.059125801,0.002380952,-0.018223879,-0.082309946,3.909105479,0.191666686
SGL Carbon Corporation ADR,SGGGY,"NEW YORK STOCK EXCHANGE, INC.",,4.39,743688770,-0.03168625,-0.136203634,0.074851924,-0.139281683,2.459014378,0.255125164
ShangPharma Corp ADR,SHP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Shaw Communications, Inc. B",SJR,"NEW YORK STOCK EXCHANGE, INC.",1452284707,9.15,4233573570,0.140685284,0.01003917,0.182289417,0.054326479,0.413475155,0.200022768
Shaw Group Inc,SHAW,"NEW YORK STOCK EXCHANGE, INC.",898623641.7,17.85,1143401170,0.055302852,0.044257697,0.083075729,0.02714813,2.918344715,0.629691926
Shawmut National Corporation,SNC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Sherwin-Williams Company,SHW,"NEW YORK STOCK EXCHANGE, INC.",1475420135,44.63,6308306969,0.098733545,0.058928978,0.099193261,0.082519008,0.910615777,0.036491925
"Shinhan Financial Group Co., Ltd. ADR",SHG,"NEW YORK STOCK EXCHANGE, INC.",5472622782,45.65,7288570528,0.224093804,0.179457242,,-0.154280299,,0.785323046
Ship Finance International Ltd,SFL,"NEW YORK STOCK EXCHANGE, INC.",660984906.4,20.52,1536965175,,,,,,-0.08790243
Shipping & Ports,IG001DA127,"NEW YORK STOCK EXCHANGE, INC.",12179293071,92.15,19960693441,,,,,,0.059247189
ShopKo Stores Inc.,SKO,"NEW YORK STOCK EXCHANGE, INC.",600645899.9,18.68,552165856,0.179442043,0.071734468,0.333199498,0.042045744,5.841292094,0.552997741
Shurgard Storage Centers,SHU,"NEW YORK STOCK EXCHANGE, INC.",775015041.8,44.01,2045923677,0.057121053,0.006362189,0.076666774,-0.029038357,0.188627426,0.349329777
Siemens AG ADR,SI,"NEW YORK STOCK EXCHANGE, INC.",36997007603,84.67,75447359282,0.087668696,0.058755822,0.08829336,0.039975599,1.297193522,0.027192838
Siemens Medical Solutions Health Services Corp,SMS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Sierra Health Services,SIE,"NEW YORK STOCK EXCHANGE, INC.",201695438.8,27.56,1455014220,0.098098748,0.064416636,0.103580563,,0.877741186,0.450916237
Signet Jewelers Ltd.,SIG,"NEW YORK STOCK EXCHANGE, INC.",1322521112,43.34,7481311100,0.024679573,0.02600831,0.067198024,0.007391218,0.411346753,-0.112728427
Silver,IG001DA128,"NEW YORK STOCK EXCHANGE, INC.",1102356492,3.67,3205647575,0.002030405,,0.001058277,-0.059037697,0.245252645,0.169002452
Silver Wheaton Corporation,SLW,"NEW YORK STOCK EXCHANGE, INC.",154434147,3.09,516060900,0.040961011,,-0.010311918,,,0.877022719
Silvercorp Metals Inc.,SVM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Simcere Pharmaceutical Group,SCR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Simon Property Group Inc,SPG,"NEW YORK STOCK EXCHANGE, INC.",3579908355,63.17,14302880978,0.082788036,0.024740993,0.120616873,0.043541472,0.187887812,0.232733148
Simon Property Group Inc Pref Share,SPGPRI,"NEW YORK STOCK EXCHANGE, INC.",,59.22,,,,,,,0.140172509
Simon Property Group Inc Pref Share,SPGPRJ,"NEW YORK STOCK EXCHANGE, INC.",,57.10,,,,,,,0.188204902
Simon Property Group Inc Pref Share,SPGPRG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Simpson Manufacturing,SSD,"NEW YORK STOCK EXCHANGE, INC.",462923517.1,34.90,1664043377,0.021948158,0.04512894,0.07280797,0.006760914,0.386635406,0.047618463
Sims Metal Management Ltd. ADR,SMS,"NEW YORK STOCK EXCHANGE, INC.",,13.86,,,,,,1.078035776,-0.047317838
"Sinopec Beijing Yanhua Petrochemical Company, Ltd. ADR",BYH,"NEW YORK STOCK EXCHANGE, INC.",,23.37,1577007600,,0.107837384,,,1.038622205,0.032092444
Sinopec Shanghai Petrochemical Company Limited ADR,SHI,"NEW YORK STOCK EXCHANGE, INC.",2224771200,37.30,2685600000,,0.14429142,,,1.620154725,0.092211055
Sitel Corporation,SWW,"NEW YORK STOCK EXCHANGE, INC.",132655619,2.46,183106734,0.142372872,0.04471544,0.151484832,0.016767529,5.235656918,0.268292379
Six Flags Entertainment Corp,SIX,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Sizeler Property Investors, Inc.",SIZ,"NEW YORK STOCK EXCHANGE, INC.",98913293.1,11.78,155921128,0.085619664,-0.012733447,0.167220976,-0.067446574,0.354902031,0.127145758
SJW Corporation,SJW,"NEW YORK STOCK EXCHANGE, INC.",184691210.7,18.20,332530052,0.044058977,0.007873625,0.054915937,-0.005873598,0.163652515,0.28099419
"SK Telecom Co., Ltd. ADR",SKM,"NEW YORK STOCK EXCHANGE, INC.",6866028589,22.25,16492403767,0.199200052,0.110831422,,,0.719921673,-0.054809484
"Skechers USA, Inc.",SKX,"NEW YORK STOCK EXCHANGE, INC.",294895884.3,12.96,507031410,0.119043509,0.016203703,0.063269996,0.084301252,1.649430122,0.182098795
"Skilled Healthcare Group, Inc.",SKH,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Skyline Corporation,SKY,"NEW YORK STOCK EXCHANGE, INC.",189759591.8,40.80,342362755,0.021223104,0.013725491,0.018179547,0.013777784,1.302171501,-0.091170484
SL Green Realty Corporation,SLG,"NEW YORK STOCK EXCHANGE, INC.",1099577083,60.55,2459917621,0.03734162,0.039636659,0.064330773,-0.110953791,0.134267874,0.304724228
SL Green Realty Corporation Pref Share,SLGPRC,"NEW YORK STOCK EXCHANGE, INC.",,25.60,,,,,,,0.060075959
SL Green Realty Corporation Pref Share,SLGPRD,"NEW YORK STOCK EXCHANGE, INC.",,25.95,,,,,,,0.044388103
SLM Corp (0 % min) Medium Term Notes 2005-15.3.17 Sr Series A Fltg Rt,OSM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.048522143
SLM Corp (0 % min) Medium Term Notes 2006-16.1.18 Sr Series A Fltg Rt,ISM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
SLM Corp 6 % Notes 2003-15.12.43 Sr,JSM,"NEW YORK STOCK EXCHANGE, INC.",,25.02,,,,,,,-0.052757759
SM Energy Co,SM,"NEW YORK STOCK EXCHANGE, INC.",484457266.7,20.91,1195165629,0.147761538,0.06636321,0.163924026,0.023034819,0.284358303,0.766682954
Smart & Final Inc,SMF,"NEW YORK STOCK EXCHANGE, INC.",252413394.4,14.39,441275724,0.170320263,0.080611551,0.164351448,0.128551955,4.292674551,-0.104933928
Smedvig ASA ADR A,SMV.A,"NEW YORK STOCK EXCHANGE, INC.",490207882.4,16.57,1326942302,0.071469564,0.0865615,0.020496554,,0.238820627,0.713400164
Smedvig ASA ADR B,SMV.B,"NEW YORK STOCK EXCHANGE, INC.",490207882.4,,1025837712,0.09244733,0.111969118,0.026512716,,0.308919431,0.816377775
Smith & Nephew PLC ADR,SNN,"NEW YORK STOCK EXCHANGE, INC.",1393802670,51.76,9701233942,,0.031854712,,,0.21694614,-0.095363375
"Smith International, Inc.",SII,"NEW YORK STOCK EXCHANGE, INC.",1400806015,27.21,5706381510,0.034742187,0.029222574,0.07291473,0.015967202,0.752366192,0.373955897
"Smithfield Foods, Inc.",SFD,"NEW YORK STOCK EXCHANGE, INC.",1686301424,29.59,3284296451,0.065902896,0.06860428,0.14178014,0.01488616,3.193143682,0.034133241
Smurfit-Stone Container Corporation,SSCC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Snap-on, Inc.",SNA,"NEW YORK STOCK EXCHANGE, INC.",1110698679,34.36,1977050897,0.08520798,0.037543654,0.069480343,0.0669918,1.192762318,0.12465311
Sociedad Quimica Y Minera De Chile SA ADR,SQM,"NEW YORK STOCK EXCHANGE, INC.",948639231.5,6.19,1629186483,0.071288845,,0.071774319,,0.470912666,0.764135353
Software - Application,IG001DA129,"NEW YORK STOCK EXCHANGE, INC.",32616793310,246.76,1.76183E+11,0.004276959,,0.003280185,0.003419982,0.020133574,0.023274674
Software - Infrastructure,IG001DA130,"NEW YORK STOCK EXCHANGE, INC.",67408401152,"7,906.45",4.04506E+11,0.000142891,,0.000101671,0.000133066,0.000385552,-0.030961683
"Sola International, Inc.",SOL,"NEW YORK STOCK EXCHANGE, INC.",434441208.3,27.54,887285372,0.088664194,-0.00762527,0.08173093,0.066751263,0.782946793,0.01633986
Solar,IG001DA131,"NEW YORK STOCK EXCHANGE, INC.",192335662.1,4.79,90409316,,,,,,1.465940612
"SolarWinds, Inc.",SWI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Solectron Corporation,SLR,"NEW YORK STOCK EXCHANGE, INC.",2509406326,5.33,5314341909,0.062156546,-0.033771108,0.007423222,0.032256889,2.405228004,-0.313320837
"Solera Holdings, Inc.",SLH,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Solutia, Inc.",SOA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Sonic Automotive Inc,SAH,"NEW YORK STOCK EXCHANGE, INC.",769685924.4,24.80,1026076886,0.162635555,0.094758078,0.215147318,0.057432844,6.560732703,-0.081944911
Sonoco Products Company,SON,"NEW YORK STOCK EXCHANGE, INC.",1152879463,29.65,2913594727,0.090377343,0.065092767,0.091226975,0.049800375,1.02927357,0.023997892
Sony Corporation ADR,SNE,"NEW YORK STOCK EXCHANGE, INC.",25604996915,38.96,36093256188,0.154870995,0.034210443,0.026117584,0.032351027,1.894398642,0.053933779
Sothebys A,BID,"NEW YORK STOCK EXCHANGE, INC.",235916907,18.16,1152858035,0.071209044,0.035792954,0.108742541,0.061071835,0.385752762,0.011013231
SouFun Holdings Ltd. ADR,SFUN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Source Capital, Inc. Pref Share",SORPR,"NEW YORK STOCK EXCHANGE, INC.",,35.00,,,,,,,0.028135254
South Carolina Electric & Gas Co Pref Share,SCGPR,"NEW YORK STOCK EXCHANGE, INC.",,45.15,,,,,,,0.084991915
South Jersey Industries,SJI,"NEW YORK STOCK EXCHANGE, INC.",344412054.7,26.28,724927019,0.098767481,0.056697121,0.155557574,0.003709155,1.105032206,0.141905188
Southern Co,SO,"NEW YORK STOCK EXCHANGE, INC.",10278023708,33.52,24794305524,0.111048739,0.058472556,0.154533925,0.030342043,0.471591115,0.076011037
Southern CO Capital Trust VI Pref Share,SOPRD,"NEW YORK STOCK EXCHANGE, INC.",,26.63,,,,,,,0.035875059
Southern Copper Corporation,SCCO,"NEW YORK STOCK EXCHANGE, INC.",1720900114,7.79,3777601627,0.129793333,0.101457364,0.185982395,0.096585789,0.353904004,0.587796933
Southern Union Co,SUG,"NEW YORK STOCK EXCHANGE, INC.",1267555228,22.97,1974788613,0.166111163,0.047657423,0.207728842,0.035451677,0.895332097,0.028669195
Southern Union Co Pref Share,SUGPRCCL,"NEW YORK STOCK EXCHANGE, INC.",,27.95,,,,,,,-0.001037422
Southwest Airlines Co,LUV,"NEW YORK STOCK EXCHANGE, INC.",5523971957,16.28,12691617524,0.112575569,0.024570025,0.075326276,-0.019038517,0.481004646,0.010476785
Southwest Gas Capital II Pref Share,SWXPRB,"NEW YORK STOCK EXCHANGE, INC.",,27.22,,,,,,,0.035157644
Southwest Gas Corporation,SWX,"NEW YORK STOCK EXCHANGE, INC.",705676347.1,25.40,915905508,0.176575713,0.058267724,0.333652639,-0.13001852,1.541544628,0.07254185
Southwestern Energy Company,SWN,"NEW YORK STOCK EXCHANGE, INC.",447675839.5,6.39,1837358609,0.105394679,0.045971749,0.118196729,-0.032142745,0.223415909,1.813307823
Sovereign Capital Trust III Pref Share,SOVPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Sovereign Capital Trust V Pref Share,SOVPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Sovran Self Storage, Inc.",SSS,"NEW YORK STOCK EXCHANGE, INC.",324224314.2,42.14,665083610,0.085286028,0.032747985,0.10846747,-0.064485509,0.192876902,0.177304401
Spansion Inc Class A,CODE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Spartech Corporation,SEH,"NEW YORK STOCK EXCHANGE, INC.",417732292.2,27.09,872402404,0.041661147,0.048726461,0.105488559,0.003054107,1.237222584,-0.174152804
Sparton Corporation,SPA,"NEW YORK STOCK EXCHANGE, INC.",91891206.29,8.17,79017851,0.035322633,0.032463,0.015188227,-0.049865737,2.11730281,0.054610772
Specialty Chemicals,IG001DA132,"NEW YORK STOCK EXCHANGE, INC.",15657304099,345.13,30692811785,0.000194567,,0.000262004,0.000108139,0.002365728,-0.107621004
Specialty Finance,IG001DA133,"NEW YORK STOCK EXCHANGE, INC.",29190414961,201.13,13345864039,0.019583839,,0.000392278,-5.00905E-05,0.093930229,-0.034621496
"Specialty Laboratories, Inc.",SP,"NEW YORK STOCK EXCHANGE, INC.",109533295.3,11.04,253213749,-0.046427756,-0.023550724,-0.028590764,-0.14606833,0.522224572,0.182065298
Specialty Retail,IG001DA134,"NEW YORK STOCK EXCHANGE, INC.",38906860059,971.83,2.16045E+11,0.001567815,,0.001757141,0.000917734,0.022261045,-0.059475036
Spectra Energy Corp,SE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Spectra Energy Partners, LP",SEP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"SpectraSite, Inc.",SSI,"NEW YORK STOCK EXCHANGE, INC.",497319680.2,57.90,2824183436,0.068779339,0.360449076,0.099126301,0.050636757,0.153434642,0.396718569
Spectrum Brands Holdings Inc,SPB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Spectrum Brands, Inc.",SPCBQ,"NEW YORK STOCK EXCHANGE, INC.",375832270.7,30.56,1083265820,0.099110876,0.053010464,0.147657749,0.073692782,1.339511159,-0.335405838
"Spectrum Brands, Inc.",SPB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Speedway Motor Sports, Inc.",TRK,"NEW YORK STOCK EXCHANGE, INC.",633324565.1,39.18,1711086042,0.089259176,0.041858098,0.101482198,0.049801814,0.260167001,-0.10783247
"Spieker Properties, Inc.",SPK,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Spinnaker Exploration Company,SKE,"NEW YORK STOCK EXCHANGE, INC.",814087185.2,35.07,1189470908,0.156846704,0.038494436,0.176753769,-0.074712227,0.207544922,0.86712317
"Spirit AeroSystems Holdings, Inc.",SPR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Spirit Finance Corp,SFC,"NEW YORK STOCK EXCHANGE, INC.",587704804.4,12.65,803361260,,-0.017391304,,,,-0.055810982
"Sports Authority, Inc.",TSA,"NEW YORK STOCK EXCHANGE, INC.",460348965.2,25.75,665509342,-0.023906962,0.041553399,0.161375331,-0.158877562,3.584756183,0.208932074
"Springs Industries, Inc.",SMI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Sprint Corporation (PCS Group),PCS,"NEW YORK STOCK EXCHANGE, INC.",,9.56,,,,,,,0
Sprint Nextel Corp,S,"NEW YORK STOCK EXCHANGE, INC.",13520988149,22.54,33158152679,0.213069014,-0.044362167,0.100231022,0.122917879,0.682422902,-0.047536791
SPX Corporation,SPW,"NEW YORK STOCK EXCHANGE, INC.",2127801323,40.06,3009962181,0.119216552,0.058662002,0.150003435,,1.738072478,0.168810797
"SRA International, Inc.",SRX,"NEW YORK STOCK EXCHANGE, INC.",380465907,32.70,1678064800,0.036317454,0.024610593,0.045141245,0.029276747,0.381659578,-0.065912108
"St Jude Medical, Inc.",STJ,"NEW YORK STOCK EXCHANGE, INC.",2333910437,41.93,14991630228,0.034031524,0.024445503,0.032979997,0.028916067,0.142619539,0.197233375
St. Joe Corporation,JOE,"NEW YORK STOCK EXCHANGE, INC.",495409817.9,64.20,4880061114,0.034627873,0.017289719,0.037438559,0.032362282,0.180499909,0.056221008
Staffing & Outsourcing Services,IG001DA135,"NEW YORK STOCK EXCHANGE, INC.",8275430610,"1,195.38",36110014092,,,,,,0.121701251
"Stag Industrial, Inc.",STAG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Stag Industrial, Inc. Pref Share",STAGP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Stage Stores, Inc.",SSI,"NEW YORK STOCK EXCHANGE, INC.",456327100.7,18.45,752558733,0.155091226,0.064541196,0.104745275,0.103693167,1.459325675,0.077775701
"StanCorp Financial Group, Inc.",SFG,"NEW YORK STOCK EXCHANGE, INC.",1401101302,41.48,2344651650,0.149342044,0.080242396,0.201011894,,0.871065723,0.218950032
Standard Commercial Corp.,STW,"NEW YORK STOCK EXCHANGE, INC.",211340147.5,19.46,267291409,-0.135883154,0.045734838,0.060137607,-0.274021401,2.851773375,-0.005652684
Standard Motor Products,SMP,"NEW YORK STOCK EXCHANGE, INC.",207312509.4,15.80,312551302,0.081248101,0.003164557,0.047262196,0.35656484,2.631641276,-0.395353055
Standard Pacific Corp,SPF,"NEW YORK STOCK EXCHANGE, INC.",1321994821,32.32,2144295832,-0.074968363,0.115684452,0.159848489,-0.077194683,1.329612192,0.143310132
Standard Register Company,SR,"NEW YORK STOCK EXCHANGE, INC.",205404329.1,14.12,403061429,0.06069788,-0.13172806,-0.11341631,0.025165678,1.594464021,0.192316812
Standex International Corporation,SXI,"NEW YORK STOCK EXCHANGE, INC.",175489427.7,28.49,351628052,0.021571236,0.068094054,0.112208044,-0.00261625,1.673710197,0.004501578
Stanley Black & Decker Inc,SWK,"NEW YORK STOCK EXCHANGE, INC.",1221296001,48.99,4029911570,0.107386033,0.050418448,0.088680549,0.095670709,0.721183838,0.00493756
Stanley Black & Decker Inc,SWU,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Stanley, Inc.",SXE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Stantec, Inc.",STN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.271913501
"Star Gas Partners, L.P.",SGU,"NEW YORK STOCK EXCHANGE, INC.",219166941.4,7.45,266382855,0.251032056,-0.02147651,0.402734081,0.215100623,5.543513812,-0.750335563
"StarTek, Inc.",SRT,"NEW YORK STOCK EXCHANGE, INC.",136883630.7,28.45,412531571,0.057559622,0.064323366,0.093883314,0.006300225,0.616440721,-0.303273037
Starwood Hotels & Resorts Worldwide Inc,HOT,"NEW YORK STOCK EXCHANGE, INC.",4787997110,47.62,9870380157,0.061108782,0.034439994,0.099522788,0.029670174,0.480027957,0.111133017
Starwood Property Trust Inc,STWD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
State Street Corp,STT,"NEW YORK STOCK EXCHANGE, INC.",6158997113,49.12,16377136973,0.150905243,0.063721501,,,0.310430207,0.145376492
Station Casinos Inc.,STN,"NEW YORK STOCK EXCHANGE, INC.",488922513.8,54.68,3612008789,0.070864038,0.005303585,0.07574214,-0.006288509,0.26552632,0.25741514
Statoil ASA ADR,STO,"NEW YORK STOCK EXCHANGE, INC.",14088960463,15.88,34398187657,0.194055084,0.091729402,0.364403997,0.047858316,1.372293665,0.515813989
Steel,IG001DA136,"NEW YORK STOCK EXCHANGE, INC.",48318711405,176.61,1.18488E+11,0.00283373,,0.005290014,0.001428135,0.05132095,0.29013321
"Steelcase, Inc.",SCS,"NEW YORK STOCK EXCHANGE, INC.",1210300017,13.84,2055484248,0.036103703,-0.00216763,-0.012070329,0.009173453,1.333744127,0.170359994
"Steinway Musical Instruments, Inc.",LVB,"NEW YORK STOCK EXCHANGE, INC.",145553206.1,28.94,231900474,0.1059947,0.055977878,0.160515396,0.085623916,1.468788969,-0.118521071
"Stelmar Shipping, Ltd.",SJH,"NEW YORK STOCK EXCHANGE, INC.",398203788.8,190.84,825654183,0.091828882,0.063299112,0.130362936,0.090951176,0.258529335,0.0060784
Stepan Company,SCL,"NEW YORK STOCK EXCHANGE, INC.",153703701,24.36,218869484,0.099966511,0.024630542,0.052933803,-0.034963751,3.86115294,0.140326724
Stepan Company Pref Share,SCLPR,"NEW YORK STOCK EXCHANGE, INC.",,28.83,,,,,,,0.118590532
Steris Corporation,STE,"NEW YORK STOCK EXCHANGE, INC.",731045797.3,23.72,1639460173,0.093683748,0.056070815,0.084082579,0.056415261,0.651424209,0.05992916
Sterling Bancorp,STL,"NEW YORK STOCK EXCHANGE, INC.",148703293.4,27.10,514507543,0.148282811,0.04867497,,,0.201639653,-0.246398732
Sterling Bancorp Trust I Pref Share,STLPRA,"NEW YORK STOCK EXCHANGE, INC.",,10.97,,,,,,,0.02503309
"Sterlite Industries (India), Ltd. ADR",SLT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Stewart & Stevenson Inc,SNS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Stewart & Stevenson Services Inc,SVC,"NEW YORK STOCK EXCHANGE, INC.",304583120,20.23,582348831,0.070723709,-0.03559071,-0.055031957,0.011983713,1.957824544,0.060171835
"Stewart Information Services, Inc.",STC,"NEW YORK STOCK EXCHANGE, INC.",697313228.8,41.65,753958795,0.237394416,0.109483805,0.217034236,,2.864779541,0.186554637
Stifel Financial Capital Trust I Pref Share,SFPRA,"NEW YORK STOCK EXCHANGE, INC.",,27.30,,,,,,,0.048080911
Stifel Financial Corp.,SF,"NEW YORK STOCK EXCHANGE, INC.",131312390.5,9.31,206318530,-0.095435055,0.091646764,,,0.969269316,0.794272078
Stillwater Mining Company,SWC,"NEW YORK STOCK EXCHANGE, INC.",512733246.3,11.26,1017478473,0.126662749,-0.361456583,-0.330824252,0.046499906,0.446059378,0.027531087
STMicroelectronics NV,STM,"NEW YORK STOCK EXCHANGE, INC.",9109958495,19.32,17231681822,0.136504124,0.031055901,0.034535527,0.024382233,0.471292402,-0.061142353
Stone Energy Corporation,SGY,"NEW YORK STOCK EXCHANGE, INC.",854334953.1,45.09,1202732643,0.314494683,0.103127081,0.330417836,-0.008409771,0.431798506,0.009758368
Stonemor Partners LP,STON,"NEW YORK STOCK EXCHANGE, INC.",115316982.7,20.17,85516402,,,0.037858238,,0.513796199,0.105748876
"Stoneridge, Inc.",SRI,"NEW YORK STOCK EXCHANGE, INC.",155605569.2,15.13,344368876,0.139536065,0.078651721,0.184046042,0.044333335,1.939138208,-0.562458647
Storage Technology Corporation,STK,"NEW YORK STOCK EXCHANGE, INC.",1441804968,31.61,3368548826,0.106679889,0.049351472,0.058560764,0.092344886,0.624189724,0.168933996
"STR Holdings, Inc.",STRI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Strategic Hotel & Resorts, Inc.",BEE,"NEW YORK STOCK EXCHANGE, INC.",196553627.3,16.50,495589066,,-0.069090929,,,,0.310713968
"Strategic Hotel & Resorts, Inc. Pref Share",BEEPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Strategic Hotel & Resorts, Inc. Pref Share",BEEPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Strategic Hotel & Resorts, Inc. Pref Share",BEEPRC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
STRATS Trust No. 2004-2 6 1/2 % Structured Repackaged Asset Backed Trust Se,GJD,"NEW YORK STOCK EXCHANGE, INC.",,24.93,,,,,,,-0.027276291
Stride Rite Corporation,SRR,"NEW YORK STOCK EXCHANGE, INC.",246863189.3,11.17,410758341,0.09384085,0.059086848,0.093344186,0.07753116,1.28981664,0.235854394
Stryker Corporation,SYK,"NEW YORK STOCK EXCHANGE, INC.",2752008183,48.25,19397609315,0.02485672,0.022176165,0.037305318,0.016353639,0.207801966,-0.076891246
Student Loan Corporation,STU,"NEW YORK STOCK EXCHANGE, INC.",1146908000,184.00,3680000000,0.130613593,0.072065216,,,0.151782104,0.160494988
"Sturm, Ruger & Company",RGR,"NEW YORK STOCK EXCHANGE, INC.",120167129.1,9.03,243003801,0.018045444,0.026578073,0.039047003,-0.003820711,0.603132671,-0.195877202
Suburban Propane Partners LP,SPH,"NEW YORK STOCK EXCHANGE, INC.",167462128.3,34.76,1051725220,0.090131583,0.027617954,0.103579908,0.064440713,1.26604875,-0.188150516
"SuccessFactors, Inc.",SFSF,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Sumitomo Mitsui Financial Group Inc ADR,SMFG,"NEW YORK STOCK EXCHANGE, INC.",29969181875,14.50,419143090,51.46150679,48.27885869,,-4.623700162,49.08216354,0.468965506
Summit Bancorp,SUB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Summit Hotel Properties, Inc.",INN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Summit Hotel Properties, Inc. Pref Share",INNPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Summit Properties,SMT,"NEW YORK STOCK EXCHANGE, INC.",558355238.6,32.56,1024522345,0.068591951,0.003071253,0.076583165,0.045522229,0.138649103,-0.035626482
Sun Communities,SUI,"NEW YORK STOCK EXCHANGE, INC.",211745628.1,40.25,736422211,0.073313353,-0.059875794,0.046926238,-0.125764681,0.276390146,-0.161216044
Sun Life Financial Inc,SLF,"NEW YORK STOCK EXCHANGE, INC.",12028538159,33.54,19857123092,0.111359542,0.053272361,,,0.674340209,0.224578225
SunCoke Energy Inc,SXC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Suncom Wireless Holdings, Inc.",TPC,"NEW YORK STOCK EXCHANGE, INC.",404459171.6,34.20,239620966,0.35388384,-0.576023594,0.831194393,-0.246582429,3.590909254,-0.190058548
Suncor Energy Inc,SU,"NEW YORK STOCK EXCHANGE, INC.",4086984608,17.70,16080118160,0.111373507,0.053255367,0.122846003,,0.39916176,0.79025287
SunGard Data Systems,SDS,"NEW YORK STOCK EXCHANGE, INC.",3251624860,28.33,8279647694,0.080303225,0.054359348,0.133170581,0.054905806,0.411849571,0.270384758
Sunoco Logistics Partners,SXL,"NEW YORK STOCK EXCHANGE, INC.",1381779865,14.35,1032714998,0.094955219,0.053426252,0.104658069,0.056278864,3.022106711,-0.037381312
"Sunoco, Inc.",SUN,"NEW YORK STOCK EXCHANGE, INC.",1607005977,33.99,4971286934,0.213861017,0.074654276,0.201658724,0.104201042,3.869085619,0.942137374
"Sunrise Senior Living, Inc.",SRZ,"NEW YORK STOCK EXCHANGE, INC.",523519046,23.25,942449751,0.085358171,0.050474536,0.113216985,,1.448230118,0.450204186
"Sunstone Hotel Investors, Inc.",SHO,"NEW YORK STOCK EXCHANGE, INC.",417332305.8,20.78,651528140,,,,,,0.341133387
